0.000000 -30.000000
0.000010 -29.997384
0.000090 -29.976450
0.000730 -29.808472
0.004297 -28.855623
0.007802 -27.892107
0.011246 -26.919099
0.014643 -25.934065
0.018015 -24.932112
0.021366 -23.913536
0.024695 -22.880053
0.028023 -21.827297
0.031350 -20.756480
0.034674 -19.670842
0.038008 -18.568169
0.041342 -17.454624
0.044682 -16.331219
0.048017 -15.205072
0.051336 -14.083681
0.054637 -12.971425
0.057912 -11.874705
0.061157 -10.798826
0.064375 -9.746480
0.067565 -8.721361
0.070729 -7.726605
0.073860 -6.767298
0.076951 -5.848021
0.079984 -4.976550
0.082934 -4.160299
0.085775 -3.406498
0.088489 -2.717964
0.091058 -2.096010
0.093473 -1.539272
0.095723 -1.045992
0.097796 -0.613666
0.099431 -0.288064
0.100782 -0.029640
0.101546 0.112267
0.102310 0.251010
0.103374 0.439197
0.104675 0.660935
0.105976 0.873465
0.107631 1.130385
0.109286 1.372153
0.110941 1.598661
0.112930 1.850574
0.114919 2.080228
0.117072 2.303592
0.119224 2.500840
0.121376 2.672038
0.123528 2.817312
0.125680 2.936849
0.127832 3.030887
0.130345 3.108814
0.132858 3.152933
0.135371 3.163877
0.137883 3.142353
0.140396 3.089136
0.143220 2.992565
0.146043 2.858294
0.148866 2.687647
0.151973 2.459478
0.155080 2.190836
0.158187 1.883667
0.161806 1.479927
0.165425 1.029726
0.169044 0.536190
0.171760 0.139198
0.173631 -0.146729
0.175501 -0.442379
0.177361 -0.745552
0.179761 -1.149792
0.182161 -1.567868
0.185090 -2.095563
0.188019 -2.641192
0.190948 -3.203352
0.193876 -3.780691
0.196805 -4.371906
0.199734 -4.975741
0.203223 -5.709853
0.206712 -6.458229
0.210200 -7.219029
0.213688 -7.990285
0.217169 -8.768915
0.220643 -9.553515
0.224112 -10.343080
0.227581 -11.137004
0.231049 -11.934261
0.234517 -12.733657
0.237986 -13.534071
0.241454 -14.334454
0.244922 -15.133821
0.248391 -15.931256
0.251931 -16.742256
0.255471 -17.549496
0.259011 -18.352184
0.262551 -19.149582
0.266091 -19.941005
0.269631 -20.725821
0.273171 -21.503442
0.276710 -22.273327
0.280504 -23.089120
0.284297 -23.894897
0.288090 -24.690149
0.291883 -25.474415
0.295676 -26.247279
0.299741 -27.062403
0.303805 -27.863614
0.307870 -28.650565
0.311935 -29.422966
0.315999 -30.180578
0.320456 -30.994044
0.324913 -31.789320
0.329370 -32.566293
0.334128 -33.375549
0.338886 -34.163916
0.343644 -34.931502
0.348728 -35.728975
0.353813 -36.503263
0.358897 -37.254792
0.364266 -38.024301
0.369636 -38.769726
0.375005 -39.491889
0.380557 -40.215180
0.386110 -40.915689
0.391662 -41.594618
0.397287 -42.261796
0.402913 -42.909531
0.408538 -43.539275
0.414153 -44.151389
0.419755 -44.747170
0.425347 -45.328666
0.430927 -45.897106
0.436505 -46.455141
0.442083 -47.004406
0.447661 -47.546328
0.453277 -48.085889
0.458892 -48.620757
0.464508 -49.152212
0.470124 -49.681455
0.475739 -50.209596
0.481686 -50.768804
0.487633 -51.328978
0.493580 -51.891037
0.499614 -52.464072
0.505509 -53.027046
0.511191 -53.573116
0.516644 -54.100401
0.521881 -54.609762
0.526925 -55.103108
0.531809 -55.583016
0.536557 -56.051393
0.541193 -56.510132
0.545736 -56.960517
0.550210 -57.404523
0.554633 -57.843273
0.559025 -58.278241
0.563403 -58.710457
0.567797 -59.142195
0.572191 -59.571195
0.576584 -59.996709
0.581218 -60.440786
0.585851 -60.879202
0.590484 -61.311028
0.595117 -61.735342
0.599750 -62.151246
0.604525 -62.570169
0.608877 -62.942640
0.612901 -63.278621
0.616692 -63.587233
0.620302 -63.873694
0.623778 -64.142451
0.627145 -64.395896
0.630417 -64.635668
0.633616 -64.863751
0.636754 -65.081199
0.639837 -65.288779
0.642880 -65.487660
0.645886 -65.678388
0.648865 -65.861635
0.651820 -66.037762
0.654760 -66.207483
0.657690 -66.371110
0.660614 -66.529073
0.663537 -66.681595
0.666460 -66.828839
0.669383 -66.970874
0.672340 -67.109381
0.675298 -67.242723
0.678256 -67.370996
0.681213 -67.494300
0.684171 -67.612742
0.687129 -67.726432
0.690086 -67.835484
0.693406 -67.952498
0.696725 -68.063985
0.700045 -68.170116
0.703364 -68.271063
0.707536 -68.390852
0.711708 -68.503066
0.716231 -68.616558
0.720193 -68.709312
0.724155 -68.796146
0.727789 -68.870823
0.731193 -68.936657
0.734438 -68.995833
0.737562 -69.049665
0.740591 -69.099022
0.743542 -69.144529
0.746429 -69.186668
0.749260 -69.225793
0.752043 -69.262213
0.754784 -69.296190
0.757488 -69.327912
0.760160 -69.357586
0.762802 -69.385342
0.765420 -69.411344
0.768013 -69.435687
0.770587 -69.458504
0.773141 -69.479866
0.775680 -69.499886
0.778203 -69.518616
0.780714 -69.536153
0.783212 -69.552537
0.785701 -69.567852
0.788181 -69.582140
0.790653 -69.595450
0.793119 -69.607830
0.795579 -69.619323
0.798035 -69.629967
0.800486 -69.639801
0.802936 -69.648858
0.805383 -69.657171
0.807829 -69.664769
0.810275 -69.671680
0.812721 -69.677929
0.815168 -69.683539
0.817614 -69.688531
0.820060 -69.692929
0.822506 -69.696751
0.824953 -69.700020
0.827399 -69.702753
0.829845 -69.704970
0.832291 -69.706689
0.834738 -69.707928
0.837184 -69.708703
0.839630 -69.709031
0.842076 -69.708928
0.844523 -69.708408
0.846969 -69.707487
0.849415 -69.706178
0.851861 -69.704496
0.854307 -69.702453
0.856754 -69.700063
0.859200 -69.697337
0.861646 -69.694288
0.864092 -69.690926
0.866539 -69.687264
0.868985 -69.683311
0.871431 -69.679078
0.873877 -69.674575
0.876324 -69.669811
0.878770 -69.664796
0.881216 -69.659538
0.883662 -69.654047
0.886108 -69.648329
0.888555 -69.642395
0.891001 -69.636250
0.893447 -69.629903
0.895893 -69.623361
0.898835 -69.615246
0.901776 -69.606871
0.904718 -69.598245
0.907659 -69.589381
0.910600 -69.580289
0.913542 -69.570977
0.916483 -69.561455
0.919424 -69.551733
0.922366 -69.541819
0.925307 -69.531721
0.928248 -69.521446
0.931190 -69.511004
0.934131 -69.500399
0.937073 -69.489641
0.940014 -69.478735
0.943571 -69.465356
0.947129 -69.451782
0.950686 -69.438021
0.954244 -69.424084
0.957801 -69.409980
0.961358 -69.395718
0.964916 -69.381306
0.968473 -69.366752
0.972031 -69.352064
0.975588 -69.337247
0.979145 -69.322311
0.983466 -69.304016
0.987787 -69.285563
0.992108 -69.266963
0.996428 -69.248226
1.000749 -69.229359
1.005070 -69.210373
1.009391 -69.191275
1.013711 -69.172072
1.018032 -69.152772
1.023325 -69.129004
1.028619 -69.105112
1.033912 -69.081107
1.039205 -69.056997
1.044499 -69.032793
1.049792 -69.008504
1.055086 -68.984136
1.061514 -68.954448
1.067943 -68.924669
1.074372 -68.894810
1.080801 -68.864881
1.087230 -68.834892
1.093658 -68.804852
1.101488 -68.768209
1.109318 -68.731515
1.117147 -68.694783
1.124977 -68.658022
1.132806 -68.621243
1.142214 -68.577040
1.151971 -68.531196
1.161728 -68.485366
1.171484 -68.439562
1.181241 -68.393793
1.190998 -68.348070
1.200755 -68.302400
1.210511 -68.256792
1.222335 -68.201611
1.234365 -68.145582
1.246395 -68.089675
1.258424 -68.033898
1.270454 -67.978257
1.282484 -67.922759
1.294513 -67.867408
1.306543 -67.812210
1.318573 -67.757167
1.330602 -67.702282
1.342632 -67.647559
1.354662 -67.593000
1.366691 -67.538607
1.378721 -67.484382
1.390751 -67.430325
1.402780 -67.376438
1.414810 -67.322723
1.426840 -67.269179
1.441279 -67.205137
1.455883 -67.140620
1.470487 -67.076358
1.485090 -67.012353
1.499694 -66.948603
1.514298 -66.885110
1.528901 -66.821872
1.543505 -66.758890
1.558109 -66.696163
1.572712 -66.633690
1.587316 -66.571472
1.601920 -66.509507
1.616523 -66.447795
1.631127 -66.386334
1.645731 -66.325125
1.663283 -66.251888
1.680836 -66.179010
1.698973 -66.104082
1.717110 -66.029534
1.735247 -65.955365
1.753385 -65.881573
1.771522 -65.808157
1.789659 -65.735113
1.807796 -65.662440
1.825934 -65.590137
1.844071 -65.518199
1.862208 -65.446627
1.880345 -65.375417
1.902379 -65.289393
1.924850 -65.202206
1.947321 -65.115564
1.969792 -65.029463
1.992262 -64.943899
2.014733 -64.858866
2.037204 -64.774361
2.059675 -64.690380
2.082146 -64.606918
2.104617 -64.523971
2.132048 -64.423403
2.160148 -64.321167
2.188247 -64.219713
2.216347 -64.119032
2.244446 -64.019114
2.272546 -63.919952
